access,bicycle,foot,footway,highway,junction,lanes,lit,maxspeed,name,oneway,service,sidewalk,smoothness,surface,tunnel,id,timestamp,version,tags,osm_type,geometry,length
,,,,tertiary,,3,,50,Strada di Altessano,yes,,,,asphalt,,132450946,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645298480987549 45.10653305053711, 7.645296096801758 45.106658935546875), (7.645296096801758 45.106658935546875, 7.645279407501221 45.10768127441406), (7.645279407501221 45.10768127441406, 7.645259380340576 45.107913970947266), (7.645259380340576 45.107913970947266, 7.645256519317627 45.107948303222656), (7.645256519317627 45.107948303222656, 7.645249366760254 45.10808181762695), (7.645249366760254 45.10808181762695, 7.645251274108887 45.10818862915039), (7.645251274108887 45.10818862915039, 7.6452860832214355 45.1087760925293), (7.6452860832214355 45.1087760925293, 7.6453142166137695 45.10894012451172), (7.6453142166137695 45.10894012451172, 7.645332336425781 45.10905075073242), (7.645332336425781 45.10905075073242, 7.645339488983154 45.10911560058594), (7.645339488983154 45.10911560058594, 7.645430088043213 45.11090850830078), (7.645430088043213 45.11090850830078, 7.645466327667236 45.11181640625), (7.645466327667236 45.11181640625, 7.645468235015869 45.11187744140625), (7.645468235015869 45.11187744140625, 7.645417213439941 45.11199951171875))",609.0
,,,,unclassified,,,,,Via Druento,yes,,,,asphalt,,132450947,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.630344390869141 45.113380432128906, 7.629902362823486 45.11341857910156), (7.629902362823486 45.11341857910156, 7.629734992980957 45.11343002319336))",48.0
,,,,unclassified,,,,,Via Druento,yes,,,,asphalt,,132450949,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.629734992980957 45.11343002319336, 7.628686904907227 45.1135139465332))",83.0
,,,,unclassified,,,,,Via Druento,yes,,,,asphalt,,132450950,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.634986400604248 45.11299133300781, 7.633794784545898 45.113075256347656), (7.633794784545898 45.113075256347656, 7.633622646331787 45.11308670043945), (7.633622646331787 45.11308670043945, 7.6310577392578125 45.11332321166992), (7.6310577392578125 45.11332321166992, 7.630344390869141 45.113380432128906))",367.0
,,,,tertiary,,,,50,Via Druento,,,,,asphalt,,132450951,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.6349592208862305 45.11276626586914, 7.637131690979004 45.11259460449219))",172.0
,,,,unclassified,,,,,Via Druento,,,,,asphalt,,132450953,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.6349592208862305 45.11276626586914, 7.634967803955078 45.11283493041992), (7.634967803955078 45.11283493041992, 7.634978294372559 45.1129264831543), (7.634978294372559 45.1129264831543, 7.634986400604248 45.11299133300781))",25.0
,,,,unclassified,,,yes,,Corso Ferrara,yes,,,,asphalt,,140776342,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.629072189331055 45.107444763183594, 7.628884315490723 45.107460021972656))",15.0
,,,,unclassified,,,,,Via Traves,yes,,,,asphalt,,140776344,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.629077911376953 45.10749435424805, 7.62913179397583 45.107540130615234), (7.62913179397583 45.107540130615234, 7.629136085510254 45.10757827758789), (7.629136085510254 45.10757827758789, 7.629332065582275 45.10923385620117))",196.0
,,,,unclassified,,,,,Via Druento,yes,,,,asphalt,,140776348,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.629651069641113 45.11274337768555, 7.630080223083496 45.113014221191406))",45.0
,,,,service,,,,,,yes,,,,,,165944857,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637150287628174 45.11158752441406, 7.63711404800415 45.11158752441406), (7.63711404800415 45.11158752441406, 7.636466026306152 45.11159896850586), (7.636466026306152 45.11159896850586, 7.63640022277832 45.11159896850586), (7.63640022277832 45.11159896850586, 7.636351585388184 45.11159896850586), (7.636351585388184 45.11159896850586, 7.6355671882629395 45.111610412597656), (7.6355671882629395 45.111610412597656, 7.635510444641113 45.11161422729492))",129.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944858,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.644196033477783 45.11147689819336, 7.64401388168335 45.11138153076172), (7.64401388168335 45.11138153076172, 7.644306659698486 45.111061096191406), (7.644306659698486 45.111061096191406, 7.644596099853516 45.110618591308594), (7.644596099853516 45.110618591308594, 7.644809246063232 45.11067581176758), (7.644809246063232 45.11067581176758, 7.644493579864502 45.11114501953125), (7.644493579864502 45.11114501953125, 7.644196033477783 45.11147689819336))",234.0
,,,,service,,,,,,no,parking_aisle,,,,,165944859,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.636420726776123 45.11233139038086, 7.636420249938965 45.1123161315918), (7.636420249938965 45.1123161315918, 7.636420249938965 45.112300872802734), (7.636420249938965 45.112300872802734, 7.636419296264648 45.11227035522461), (7.636419296264648 45.11227035522461, 7.636417865753174 45.11223220825195), (7.636417865753174 45.11223220825195, 7.63641357421875 45.11207580566406), (7.63641357421875 45.11207580566406, 7.636413097381592 45.11205291748047), (7.636413097381592 45.11205291748047, 7.636409282684326 45.11191940307617), (7.636409282684326 45.11191940307617, 7.636404991149902 45.11176300048828), (7.636404991149902 45.11176300048828, 7.63640022277832 45.11159896850586), (7.63640022277832 45.11159896850586, 7.6363959312438965 45.11144256591797), (7.6363959312438965 45.11144256591797, 7.6363911628723145 45.11127853393555), (7.6363911628723145 45.11127853393555, 7.636387348175049 45.11112976074219), (7.636387348175049 45.11112976074219, 7.6363844871521 45.11102294921875), (7.6363844871521 45.11102294921875, 7.636383056640625 45.110984802246094))",150.0
,,,,service,,,,,,yes,,,,,,165944860,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635664463043213 45.111141204833984, 7.63632869720459 45.11099624633789), (7.63632869720459 45.11099624633789, 7.636383056640625 45.110984802246094))",59.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944861,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.644364833831787 45.111568450927734, 7.644687652587891 45.1112174987793), (7.644687652587891 45.1112174987793, 7.6448493003845215 45.11099624633789), (7.6448493003845215 45.11099624633789, 7.6448540687561035 45.11098861694336), (7.6448540687561035 45.11098861694336, 7.644998073577881 45.110748291015625))",104.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944862,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635924339294434 45.112518310546875, 7.636420726776123 45.11233139038086), (7.636420726776123 45.11233139038086, 7.637069225311279 45.112430572509766))",96.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944863,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645011901855469 45.111446380615234, 7.64501428604126 45.111671447753906), (7.64501428604126 45.111671447753906, 7.644885540008545 45.1116828918457), (7.644885540008545 45.1116828918457, 7.644810676574707 45.11164474487305), (7.644810676574707 45.11164474487305, 7.645011901855469 45.111446380615234))",70.0
,,,,service,,,,,,yes,,,,,,165944864,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635538101196289 45.11224365234375, 7.635531902313232 45.11209487915039), (7.635531902313232 45.11209487915039, 7.635524272918701 45.1119270324707), (7.635524272918701 45.1119270324707, 7.635517597198486 45.111778259277344), (7.635517597198486 45.111778259277344, 7.635510444641113 45.11161422729492), (7.635510444641113 45.11161422729492, 7.635503768920898 45.11145782470703), (7.635503768920898 45.11145782470703, 7.635496616363525 45.111297607421875), (7.635496616363525 45.111297607421875, 7.6354899406433105 45.111148834228516))",122.0
,,,,footway,,,,,,,,,,,,165944865,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635457992553711 45.11255645751953, 7.6354522705078125 45.11233901977539), (7.6354522705078125 45.11233901977539, 7.636420249938965 45.1123161315918), (7.636420249938965 45.1123161315918, 7.637432098388672 45.112308502197266))",180.0
,,,,service,,,,,,no,,,,,,165944866,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.639464855194092 45.11225509643555, 7.639423370361328 45.11217498779297), (7.639423370361328 45.11217498779297, 7.6392083168029785 45.11176300048828))",58.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944868,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.644809246063232 45.11067581176758, 7.644998073577881 45.110748291015625), (7.644998073577881 45.110748291015625, 7.645121097564697 45.11072540283203), (7.645121097564697 45.11072540283203, 7.645267486572266 45.110694885253906))",39.0
,,,,service,,,,,,no,parking_aisle,,,,,165944869,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6447272300720215 45.111881256103516, 7.644716739654541 45.111793518066406), (7.644716739654541 45.111793518066406, 7.644662857055664 45.111724853515625), (7.644662857055664 45.111724853515625, 7.6445536613464355 45.11166763305664), (7.6445536613464355 45.11166763305664, 7.644364833831787 45.111568450927734), (7.644364833831787 45.111568450927734, 7.644196033477783 45.11147689819336))",64.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944870,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.63749361038208 45.1118049621582, 7.637429237365723 45.11178207397461), (7.637429237365723 45.11178207397461, 7.637280464172363 45.11154556274414), (7.637280464172363 45.11154556274414, 7.637080669403076 45.11123275756836), (7.637080669403076 45.11123275756836, 7.63698148727417 45.111080169677734), (7.63698148727417 45.111080169677734, 7.636992931365967 45.11098098754883))",102.0
,,,,service,,,,,,yes,,,,,,165944872,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6354899406433105 45.111148834228516, 7.635529041290283 45.111148834228516), (7.635529041290283 45.111148834228516, 7.635664463043213 45.111141204833984), (7.635664463043213 45.111141204833984, 7.636332988739014 45.11112976074219), (7.636332988739014 45.11112976074219, 7.636387348175049 45.11112976074219), (7.636387348175049 45.11112976074219, 7.636444568634033 45.11112976074219), (7.636444568634033 45.11112976074219, 7.6368279457092285 45.11112594604492), (7.6368279457092285 45.11112594604492, 7.6368513107299805 45.11112594604492))",107.0
,,,,service,,,,,,no,parking_aisle,,,,,165944873,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645011901855469 45.111446380615234, 7.644992828369141 45.111148834228516), (7.644992828369141 45.111148834228516, 7.644975185394287 45.11103439331055))",46.0
,,,,service,,,,,,yes,,,,,,165944874,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.636946201324463 45.111270904541016, 7.636918544769287 45.111270904541016), (7.636918544769287 45.111270904541016, 7.636453628540039 45.11127853393555), (7.636453628540039 45.11127853393555, 7.6363911628723145 45.11127853393555), (7.6363911628723145 45.11127853393555, 7.636341094970703 45.11128234863281), (7.636341094970703 45.11128234863281, 7.635556697845459 45.111297607421875), (7.635556697845459 45.111297607421875, 7.635496616363525 45.111297607421875))",114.0
,,,,service,,,,,,yes,,,,,,165944875,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635531902313232 45.11209487915039, 7.635582447052002 45.11209487915039), (7.635582447052002 45.11209487915039, 7.636369705200195 45.11207580566406), (7.636369705200195 45.11207580566406, 7.63641357421875 45.11207580566406), (7.63641357421875 45.11207580566406, 7.636480331420898 45.11207580566406), (7.636480331420898 45.11207580566406, 7.637392044067383 45.1120491027832), (7.637392044067383 45.1120491027832, 7.637447357177734 45.11204528808594))",150.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944877,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6452789306640625 45.11091232299805, 7.645205020904541 45.11090850830078), (7.645205020904541 45.11090850830078, 7.645132541656494 45.11088562011719), (7.645132541656494 45.11088562011719, 7.645091533660889 45.11088562011719), (7.645091533660889 45.11088562011719, 7.64500093460083 45.11090850830078), (7.64500093460083 45.11090850830078, 7.644975185394287 45.11103439331055))",37.0
,,,,service,,,,,,yes,,,,,,165944882,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637348175048828 45.11189270019531, 7.6372971534729 45.11189270019531), (7.6372971534729 45.11189270019531, 7.636474132537842 45.11191940307617), (7.636474132537842 45.11191940307617, 7.636409282684326 45.11191940307617), (7.636409282684326 45.11191940307617, 7.6363654136657715 45.11191940307617), (7.6363654136657715 45.11191940307617, 7.635579586029053 45.1119270324707), (7.635579586029053 45.1119270324707, 7.635524272918701 45.1119270324707))",143.0
,,,,service,,,,,,yes,,,,,,165944883,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637397289276123 45.11221694946289, 7.636483192443848 45.11223220825195), (7.636483192443848 45.11223220825195, 7.636417865753174 45.11223220825195), (7.636417865753174 45.11223220825195, 7.636371612548828 45.11223220825195), (7.636371612548828 45.11223220825195, 7.635538101196289 45.11224365234375))",146.0
,,,,service,,,,,,yes,,,,,,165944884,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635517597198486 45.111778259277344, 7.635573863983154 45.111778259277344), (7.635573863983154 45.111778259277344, 7.636355876922607 45.11176300048828), (7.636355876922607 45.11176300048828, 7.636404991149902 45.11176300048828), (7.636404991149902 45.11176300048828, 7.636467933654785 45.111759185791016), (7.636467933654785 45.111759185791016, 7.637205123901367 45.11174392700195), (7.637205123901367 45.11174392700195, 7.637251377105713 45.11174392700195))",136.0
,,,,service,,,,,,yes,,,,,,165944886,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635503768920898 45.11145782470703, 7.63555908203125 45.11145782470703), (7.63555908203125 45.11145782470703, 7.636345386505127 45.11144256591797), (7.636345386505127 45.11144256591797, 7.6363959312438965 45.11144256591797), (7.6363959312438965 45.11144256591797, 7.636460781097412 45.11144256591797), (7.636460781097412 45.11144256591797, 7.637016773223877 45.11143112182617), (7.637016773223877 45.11143112182617, 7.637049674987793 45.11143112182617))",121.0
,,,,service,,,,,,no,parking_aisle,,,,,165944887,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.636946201324463 45.111270904541016, 7.636996269226074 45.11125564575195), (7.636996269226074 45.11125564575195, 7.63703727722168 45.111244201660156), (7.63703727722168 45.111244201660156, 7.637080669403076 45.11123275756836))",11.0
,,,,service,,,,,,yes,,,,,,165944888,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637447357177734 45.11204528808594, 7.637348175048828 45.11189270019531), (7.637348175048828 45.11189270019531, 7.637341499328613 45.111881256103516), (7.637341499328613 45.111881256103516, 7.637251377105713 45.11174392700195), (7.637251377105713 45.11174392700195, 7.637150287628174 45.11158752441406), (7.637150287628174 45.11158752441406, 7.637098789215088 45.111507415771484), (7.637098789215088 45.111507415771484, 7.637049674987793 45.11143112182617), (7.637049674987793 45.11143112182617, 7.636946201324463 45.111270904541016), (7.636946201324463 45.111270904541016, 7.6368513107299805 45.11112594604492), (7.6368513107299805 45.11112594604492, 7.6368207931518555 45.11107635498047), (7.6368207931518555 45.11107635498047, 7.636713027954102 45.11091232299805), (7.636713027954102 45.11091232299805, 7.636383056640625 45.110984802246094))",166.0
,,,,service,,,,,,no,parking_aisle,,,,,165944891,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.644975185394287 45.11103439331055, 7.6448540687561035 45.11098861694336))",11.0
,,,,service,,,,,,no,parking_aisle,,,,,165944892,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637150287628174 45.11158752441406, 7.637197017669678 45.111572265625), (7.637197017669678 45.111572265625, 7.637233734130859 45.1115608215332), (7.637233734130859 45.1115608215332, 7.637280464172363 45.11154556274414))",11.0
,,,,service,,,,,,,,,,,,165944893,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.644253730773926 45.11191940307617, 7.64426326751709 45.11183547973633), (7.64426326751709 45.11183547973633, 7.644221782684326 45.11174392700195), (7.644221782684326 45.11174392700195, 7.64375638961792 45.11145782470703), (7.64375638961792 45.11145782470703, 7.643712043762207 45.11143493652344))",73.0
,,,,service,,,,,,yes,parking_aisle,,,,,165944894,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.644992828369141 45.111148834228516, 7.6445536613464355 45.11166763305664))",67.0
,,,,service,,,,,,yes,parking_aisle,,,,,165947535,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645823955535889 45.10888671875, 7.645558834075928 45.10889434814453), (7.645558834075928 45.10889434814453, 7.645552158355713 45.10881805419922), (7.645552158355713 45.10881805419922, 7.64581823348999 45.10880661010742), (7.64581823348999 45.10880661010742, 7.645823955535889 45.10888671875))",59.0
,,,,service,,,,,,,parking_aisle,,,,,165947537,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645596504211426 45.10924530029297, 7.645973205566406 45.10922622680664))",30.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,165947538,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.643313884735107 45.1068229675293, 7.64348030090332 45.106903076171875), (7.64348030090332 45.106903076171875, 7.643573760986328 45.10694885253906), (7.643573760986328 45.10694885253906, 7.64364767074585 45.10698699951172), (7.64364767074585 45.10698699951172, 7.643716335296631 45.107025146484375), (7.643716335296631 45.107025146484375, 7.6437883377075195 45.10706329345703), (7.6437883377075195 45.10706329345703, 7.643860816955566 45.10710144042969), (7.643860816955566 45.10710144042969, 7.643920421600342 45.10713577270508), (7.643920421600342 45.10713577270508, 7.643975257873535 45.10717010498047), (7.643975257873535 45.10717010498047, 7.644031047821045 45.107208251953125), (7.644031047821045 45.107208251953125, 7.644089698791504 45.10725021362305), (7.644089698791504 45.10725021362305, 7.644160747528076 45.107303619384766), (7.644160747528076 45.107303619384766, 7.644229888916016 45.107357025146484), (7.644229888916016 45.107357025146484, 7.6442790031433105 45.107398986816406), (7.6442790031433105 45.107398986816406, 7.644326686859131 45.10744857788086))",106.0
,,,,service,,,,,,,,,,asphalt,,165947539,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6449198722839355 45.108642578125, 7.6449103355407715 45.108585357666016), (7.6449103355407715 45.108585357666016, 7.644897937774658 45.10849380493164), (7.644897937774658 45.10849380493164, 7.64486837387085 45.10837173461914), (7.64486837387085 45.10837173461914, 7.644840717315674 45.108299255371094), (7.644840717315674 45.108299255371094, 7.644805431365967 45.10822677612305), (7.644805431365967 45.10822677612305, 7.6447906494140625 45.10819625854492), (7.6447906494140625 45.10819625854492, 7.644744396209717 45.10811996459961), (7.644744396209717 45.10811996459961, 7.644686698913574 45.108028411865234), (7.644686698913574 45.108028411865234, 7.644622802734375 45.10795211791992), (7.644622802734375 45.10795211791992, 7.644607067108154 45.107933044433594), (7.644607067108154 45.107933044433594, 7.6445112228393555 45.107810974121094), (7.6445112228393555 45.107810974121094, 7.644461631774902 45.107757568359375), (7.644461631774902 45.107757568359375, 7.644433498382568 45.10772705078125), (7.644433498382568 45.10772705078125, 7.644361972808838 45.10765838623047), (7.644361972808838 45.10765838623047, 7.644344329833984 45.107643127441406), (7.644344329833984 45.107643127441406, 7.644267559051514 45.107574462890625), (7.644267559051514 45.107574462890625, 7.6442036628723145 45.107513427734375), (7.6442036628723145 45.107513427734375, 7.644092082977295 45.107421875), (7.644092082977295 45.107421875, 7.644043922424316 45.107383728027344), (7.644043922424316 45.107383728027344, 7.643996715545654 45.10734558105469), (7.643996715545654 45.10734558105469, 7.64394474029541 45.1073112487793), (7.64394474029541 45.1073112487793, 7.643893718719482 45.107276916503906), (7.643893718719482 45.107276916503906, 7.64383602142334 45.10723876953125), (7.64383602142334 45.10723876953125, 7.6437602043151855 45.10719680786133), (7.6437602043151855 45.10719680786133, 7.643678188323975 45.10715103149414), (7.643678188323975 45.10715103149414, 7.643581867218018 45.10710144042969), (7.643581867218018 45.10710144042969, 7.643479347229004 45.10704803466797), (7.643479347229004 45.10704803466797, 7.643425941467285 45.10702133178711), (7.643425941467285 45.10702133178711, 7.643343925476074 45.10698699951172), (7.643343925476074 45.10698699951172, 7.6432576179504395 45.10695266723633), (7.6432576179504395 45.10695266723633, 7.643177509307861 45.10691833496094), (7.643177509307861 45.10691833496094, 7.643093585968018 45.10688400268555), (7.643093585968018 45.10688400268555, 7.642980098724365 45.10684585571289))",262.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,165947540,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.642980098724365 45.10684585571289, 7.643313884735107 45.1068229675293), (7.643313884735107 45.1068229675293, 7.643461227416992 45.106815338134766), (7.643461227416992 45.106815338134766, 7.643669128417969 45.10680389404297), (7.643669128417969 45.10680389404297, 7.6440300941467285 45.106781005859375), (7.6440300941467285 45.106781005859375, 7.644354343414307 45.10676193237305), (7.644354343414307 45.10676193237305, 7.644563674926758 45.106746673583984), (7.644563674926758 45.106746673583984, 7.644602298736572 45.106746673583984), (7.644602298736572 45.106746673583984, 7.6446380615234375 45.10675048828125), (7.6446380615234375 45.10675048828125, 7.644670009613037 45.106754302978516), (7.644670009613037 45.106754302978516, 7.644700527191162 45.10676574707031), (7.644700527191162 45.10676574707031, 7.644726753234863 45.106781005859375), (7.644726753234863 45.106781005859375, 7.64474630355835 45.10679626464844), (7.64474630355835 45.10679626464844, 7.644761085510254 45.1068115234375), (7.644761085510254 45.1068115234375, 7.644779682159424 45.10683822631836), (7.644779682159424 45.10683822631836, 7.644795894622803 45.10686111450195), (7.644795894622803 45.10686111450195, 7.644804000854492 45.10688400268555), (7.644804000854492 45.10688400268555, 7.644809246063232 45.10690689086914), (7.644809246063232 45.10690689086914, 7.644811153411865 45.1069221496582), (7.644811153411865 45.1069221496582, 7.64481258392334 45.10708999633789), (7.64481258392334 45.10708999633789, 7.644813060760498 45.107147216796875), (7.644813060760498 45.107147216796875, 7.644810199737549 45.1071662902832), (7.644810199737549 45.1071662902832, 7.64480447769165 45.107181549072266), (7.64480447769165 45.107181549072266, 7.644792079925537 45.107200622558594), (7.644792079925537 45.107200622558594, 7.644779682159424 45.107215881347656), (7.644779682159424 45.107215881347656, 7.644760608673096 45.10723114013672), (7.644760608673096 45.10723114013672, 7.644737720489502 45.10724639892578), (7.644737720489502 45.10724639892578, 7.644692897796631 45.107269287109375), (7.644692897796631 45.107269287109375, 7.644509792327881 45.10736083984375), (7.644509792327881 45.10736083984375, 7.644326686859131 45.10744857788086), (7.644326686859131 45.10744857788086, 7.6442036628723145 45.107513427734375), (7.6442036628723145 45.107513427734375, 7.644084453582764 45.107574462890625), (7.644084453582764 45.107574462890625, 7.643897533416748 45.107666015625), (7.643897533416748 45.107666015625, 7.643716812133789 45.107757568359375), (7.643716812133789 45.107757568359375, 7.643535614013672 45.10784912109375), (7.643535614013672 45.10784912109375, 7.643458366394043 45.107887268066406), (7.643458366394043 45.107887268066406, 7.643434047698975 45.10789489746094), (7.643434047698975 45.10789489746094, 7.64341926574707 45.1078987121582), (7.64341926574707 45.1078987121582, 7.643387794494629 45.1078987121582), (7.643387794494629 45.1078987121582, 7.643354415893555 45.10789489746094), (7.643354415893555 45.10789489746094, 7.643324851989746 45.10788345336914), (7.643324851989746 45.10788345336914, 7.643296241760254 45.10786819458008), (7.643296241760254 45.10786819458008, 7.643191814422607 45.1077995300293), (7.643191814422607 45.1077995300293, 7.643151760101318 45.10777282714844), (7.643151760101318 45.10777282714844, 7.643102169036865 45.10774230957031), (7.643102169036865 45.10774230957031, 7.643049716949463 45.10771179199219), (7.643049716949463 45.10771179199219, 7.642990589141846 45.10768508911133), (7.642990589141846 45.10768508911133, 7.6429290771484375 45.1076545715332), (7.6429290771484375 45.1076545715332, 7.64286470413208 45.10762405395508), (7.64286470413208 45.10762405395508, 7.642754077911377 45.107574462890625), (7.642754077911377 45.107574462890625, 7.642734050750732 45.107566833496094), (7.642734050750732 45.107566833496094, 7.64271354675293 45.107547760009766), (7.64271354675293 45.107547760009766, 7.642698287963867 45.1075325012207), (7.642698287963867 45.1075325012207, 7.6426920890808105 45.10750961303711), (7.6426920890808105 45.10750961303711, 7.642691612243652 45.107486724853516), (7.642691612243652 45.107486724853516, 7.642696857452393 45.10746765136719), (7.642696857452393 45.10746765136719, 7.642728328704834 45.107398986816406), (7.642728328704834 45.107398986816406, 7.642797946929932 45.10724639892578), (7.642797946929932 45.10724639892578, 7.642862796783447 45.10710144042969), (7.642862796783447 45.10710144042969, 7.642937183380127 45.106937408447266), (7.642937183380127 45.106937408447266, 7.642980098724365 45.10684585571289))",471.0
,,,,pedestrian,,,yes,,,,,,,asphalt,,165947541,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.64375638961792 45.11145782470703, 7.643930912017822 45.111297607421875), (7.643930912017822 45.111297607421875, 7.644169330596924 45.11102294921875), (7.644169330596924 45.11102294921875, 7.644376277923584 45.11073684692383), (7.644376277923584 45.11073684692383, 7.644534587860107 45.1104621887207))",127.0
,,,,service,,,,,,yes,parking_aisle,,,,,165947542,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.642980098724365 45.10684585571289, 7.643056869506836 45.10679626464844), (7.643056869506836 45.10679626464844, 7.643085956573486 45.10677719116211), (7.643085956573486 45.10677719116211, 7.643131732940674 45.106727600097656))",18.0
,,,,service,,,,,,yes,parking_aisle,,,,,165947543,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.643131732940674 45.106727600097656, 7.643159866333008 45.106746673583984), (7.643159866333008 45.106746673583984, 7.643189907073975 45.10676193237305), (7.643189907073975 45.10676193237305, 7.643221378326416 45.10677719116211), (7.643221378326416 45.10677719116211, 7.643259525299072 45.106781005859375), (7.643259525299072 45.106781005859375, 7.643298625946045 45.106781005859375), (7.643298625946045 45.106781005859375, 7.643336296081543 45.106781005859375), (7.643336296081543 45.106781005859375, 7.64337158203125 45.10678482055664), (7.64337158203125 45.10678482055664, 7.643406391143799 45.10679244995117), (7.643406391143799 45.10679244995117, 7.643438816070557 45.10680389404297), (7.643438816070557 45.10680389404297, 7.643461227416992 45.106815338134766))",29.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,165947544,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6440300941467285 45.106781005859375, 7.644184589385986 45.10688018798828), (7.644184589385986 45.10688018798828, 7.644260883331299 45.106929779052734), (7.644260883331299 45.106929779052734, 7.644342422485352 45.10698318481445), (7.644342422485352 45.10698318481445, 7.6444091796875 45.107032775878906), (7.6444091796875 45.107032775878906, 7.6444807052612305 45.10708236694336), (7.6444807052612305 45.10708236694336, 7.644622802734375 45.1071891784668), (7.644622802734375 45.1071891784668, 7.644692897796631 45.107269287109375))",75.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,165947545,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.644509792327881 45.10736083984375, 7.644436359405518 45.10729217529297), (7.644436359405518 45.10729217529297, 7.644392967224121 45.10725402832031), (7.644392967224121 45.10725402832031, 7.644351482391357 45.10721969604492), (7.644351482391357 45.10721969604492, 7.644293308258057 45.107177734375), (7.644293308258057 45.107177734375, 7.644237518310547 45.10713577270508), (7.644237518310547 45.10713577270508, 7.644168853759766 45.10708999633789), (7.644168853759766 45.10708999633789, 7.644059658050537 45.10702133178711), (7.644059658050537 45.10702133178711, 7.64393424987793 45.10694885253906), (7.64393424987793 45.10694885253906, 7.643669128417969 45.10680389404297))",91.0
