access,bicycle,foot,footway,highway,junction,lanes,lit,maxspeed,name,oneway,service,sidewalk,smoothness,surface,tunnel,id,timestamp,version,tags,osm_type,geometry,length
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170794714,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.640885829925537 45.10701370239258, 7.640207290649414 45.10704803466797), (7.640207290649414 45.10704803466797, 7.6401448249816895 45.107051849365234), (7.6401448249816895 45.107051849365234, 7.6400885581970215 45.1070556640625), (7.6400885581970215 45.1070556640625, 7.640043258666992 45.10706329345703), (7.640043258666992 45.10706329345703, 7.640003681182861 45.10707092285156), (7.640003681182861 45.10707092285156, 7.639971733093262 45.107078552246094), (7.639971733093262 45.107078552246094, 7.639945983886719 45.10708236694336), (7.639945983886719 45.10708236694336, 7.639895915985107 45.10709762573242), (7.639895915985107 45.10709762573242, 7.639801979064941 45.10713577270508), (7.639801979064941 45.10713577270508, 7.639585018157959 45.10722732543945), (7.639585018157959 45.10722732543945, 7.639513969421387 45.10725784301758), (7.639513969421387 45.10725784301758, 7.639453411102295 45.10729217529297))",120.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795127,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6378912925720215 45.108177185058594, 7.637878894805908 45.10819625854492), (7.637878894805908 45.10819625854492, 7.637843608856201 45.1082649230957), (7.637843608856201 45.1082649230957, 7.637838840484619 45.10828399658203), (7.637838840484619 45.10828399658203, 7.637840270996094 45.108306884765625), (7.637840270996094 45.108306884765625, 7.637849807739258 45.10832595825195), (7.637849807739258 45.10832595825195, 7.637864589691162 45.108341217041016), (7.637864589691162 45.108341217041016, 7.637887954711914 45.10835266113281), (7.637887954711914 45.10835266113281, 7.637917518615723 45.108360290527344), (7.637917518615723 45.108360290527344, 7.638623237609863 45.108516693115234), (7.638623237609863 45.108516693115234, 7.638832092285156 45.10845184326172), (7.638832092285156 45.10845184326172, 7.6389641761779785 45.10840606689453), (7.6389641761779785 45.10840606689453, 7.639158248901367 45.108333587646484), (7.639158248901367 45.108333587646484, 7.639193534851074 45.10831832885742), (7.639193534851074 45.10831832885742, 7.639220237731934 45.108306884765625), (7.639220237731934 45.108306884765625, 7.639240264892578 45.10829544067383), (7.639240264892578 45.10829544067383, 7.639266014099121 45.108280181884766), (7.639266014099121 45.108280181884766, 7.639284610748291 45.1082649230957), (7.639284610748291 45.1082649230957, 7.639305114746094 45.10824966430664), (7.639305114746094 45.10824966430664, 7.639455795288086 45.10810470581055), (7.639455795288086 45.10810470581055, 7.639465808868408 45.108089447021484), (7.639465808868408 45.108089447021484, 7.639472007751465 45.108070373535156), (7.639472007751465 45.108070373535156, 7.639471054077148 45.108055114746094), (7.639471054077148 45.108055114746094, 7.639466762542725 45.1080436706543), (7.639466762542725 45.1080436706543, 7.639456272125244 45.10802459716797), (7.639456272125244 45.10802459716797, 7.639441967010498 45.10801315307617), (7.639441967010498 45.10801315307617, 7.639352321624756 45.10795211791992), (7.639352321624756 45.10795211791992, 7.639221668243408 45.107872009277344), (7.639221668243408 45.107872009277344, 7.639058589935303 45.107765197753906), (7.639058589935303 45.107765197753906, 7.638896942138672 45.107662200927734), (7.638896942138672 45.107662200927734, 7.638800144195557 45.107601165771484), (7.638800144195557 45.107601165771484, 7.638780117034912 45.10759353637695), (7.638780117034912 45.10759353637695, 7.638749599456787 45.10758972167969), (7.638749599456787 45.10758972167969, 7.638725280761719 45.10758972167969), (7.638725280761719 45.10758972167969, 7.638693809509277 45.107601165771484), (7.638693809509277 45.107601165771484, 7.638659477233887 45.10761260986328), (7.638659477233887 45.10761260986328, 7.638619422912598 45.107635498046875), (7.638619422912598 45.107635498046875, 7.638573169708252 45.107662200927734), (7.638573169708252 45.107662200927734, 7.638408660888672 45.1077766418457), (7.638408660888672 45.1077766418457, 7.638361930847168 45.10780715942383), (7.638361930847168 45.10780715942383, 7.63831901550293 45.10784149169922), (7.63831901550293 45.10784149169922, 7.638276100158691 45.10787582397461), (7.638276100158691 45.10787582397461, 7.638236999511719 45.107906341552734), (7.638236999511719 45.107906341552734, 7.638200283050537 45.107940673828125), (7.638200283050537 45.107940673828125, 7.638160705566406 45.10797882080078), (7.638160705566406 45.10797882080078, 7.6381072998046875 45.108036041259766), (7.6381072998046875 45.108036041259766, 7.6380791664123535 45.108062744140625), (7.6380791664123535 45.108062744140625, 7.6380510330200195 45.108097076416016), (7.6380510330200195 45.108097076416016, 7.6380205154418945 45.10813522338867), (7.6380205154418945 45.10813522338867, 7.637966156005859 45.10820388793945))",341.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795128,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.638734817504883 45.10837173461914, 7.638823509216309 45.108253479003906), (7.638823509216309 45.108253479003906, 7.638847351074219 45.10822296142578), (7.638847351074219 45.10822296142578, 7.638873100280762 45.108192443847656), (7.638873100280762 45.108192443847656, 7.6388983726501465 45.10816192626953), (7.6388983726501465 45.10816192626953, 7.63893461227417 45.10812759399414), (7.63893461227417 45.10812759399414, 7.638973236083984 45.108089447021484), (7.638973236083984 45.108089447021484, 7.639024257659912 45.1080436706543), (7.639024257659912 45.1080436706543, 7.639078140258789 45.107994079589844), (7.639078140258789 45.107994079589844, 7.639221668243408 45.107872009277344))",68.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795129,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.637966156005859 45.10820388793945, 7.637997150421143 45.10821533203125), (7.637997150421143 45.10821533203125, 7.638028144836426 45.10822296142578), (7.638028144836426 45.10822296142578, 7.638119220733643 45.10824203491211), (7.638119220733643 45.10824203491211, 7.63831090927124 45.108280181884766), (7.63831090927124 45.108280181884766, 7.638517379760742 45.10832595825195), (7.638517379760742 45.10832595825195, 7.638734817504883 45.10837173461914), (7.638734817504883 45.10837173461914, 7.638832092285156 45.10845184326172))",75.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795130,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.639058589935303 45.107765197753906, 7.638911724090576 45.10789108276367), (7.638911724090576 45.10789108276367, 7.638854026794434 45.10794448852539), (7.638854026794434 45.10794448852539, 7.638797760009766 45.10799789428711), (7.638797760009766 45.10799789428711, 7.638763427734375 45.1080322265625), (7.638763427734375 45.1080322265625, 7.638730525970459 45.10806655883789), (7.638730525970459 45.10806655883789, 7.638670444488525 45.10813522338867), (7.638670444488525 45.10813522338867, 7.638630390167236 45.10818099975586), (7.638630390167236 45.10818099975586, 7.638595104217529 45.10822296142578), (7.638595104217529 45.10822296142578, 7.638517379760742 45.10832595825195))",76.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795131,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.63831090927124 45.108280181884766, 7.638422012329102 45.10813903808594), (7.638422012329102 45.10813903808594, 7.6384596824646 45.10809326171875), (7.6384596824646 45.10809326171875, 7.638489246368408 45.10805892944336), (7.638489246368408 45.10805892944336, 7.638520240783691 45.1080207824707), (7.638520240783691 45.1080207824707, 7.638551712036133 45.10798645019531), (7.638551712036133 45.10798645019531, 7.6385817527771 45.10795593261719), (7.6385817527771 45.10795593261719, 7.638615131378174 45.10791778564453), (7.638615131378174 45.10791778564453, 7.638647079467773 45.107887268066406), (7.638647079467773 45.107887268066406, 7.638702392578125 45.10783386230469), (7.638702392578125 45.10783386230469, 7.638771057128906 45.10777282714844), (7.638771057128906 45.10777282714844, 7.638896942138672 45.107662200927734))",83.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795132,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.639352321624756 45.10795211791992, 7.639248371124268 45.1080436706543), (7.639248371124268 45.1080436706543, 7.639195919036865 45.108089447021484), (7.639195919036865 45.108089447021484, 7.639139652252197 45.10814666748047), (7.639139652252197 45.10814666748047, 7.639081954956055 45.10820388793945), (7.639081954956055 45.10820388793945, 7.639042854309082 45.108245849609375), (7.639042854309082 45.108245849609375, 7.638989448547363 45.108306884765625), (7.638989448547363 45.108306884765625, 7.638974666595459 45.10832977294922), (7.638974666595459 45.10832977294922, 7.638965606689453 45.10835647583008), (7.638965606689453 45.10835647583008, 7.6389617919921875 45.10838317871094), (7.6389617919921875 45.10838317871094, 7.6389641761779785 45.10840606689453))",60.0
,,,,service,,,,,,yes,parking_aisle,,,,,170795133,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.638619422912598 45.107635498046875, 7.638425350189209 45.10786056518555), (7.638425350189209 45.10786056518555, 7.638280391693115 45.10802459716797), (7.638280391693115 45.10802459716797, 7.638168811798096 45.1081657409668), (7.638168811798096 45.1081657409668, 7.638119220733643 45.10824203491211))",78.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795416,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.637281894683838 45.109130859375, 7.638271808624268 45.109344482421875), (7.638271808624268 45.109344482421875, 7.638394355773926 45.109474182128906), (7.638394355773926 45.109474182128906, 7.638461589813232 45.10955810546875), (7.638461589813232 45.10955810546875, 7.638575077056885 45.10969543457031), (7.638575077056885 45.10969543457031, 7.638628959655762 45.10977554321289), (7.638628959655762 45.10977554321289, 7.638623237609863 45.10990524291992), (7.638623237609863 45.10990524291992, 7.638639450073242 45.11006546020508), (7.638639450073242 45.11006546020508, 7.638645172119141 45.110103607177734), (7.638645172119141 45.110103607177734, 7.638655185699463 45.11015701293945), (7.638655185699463 45.11015701293945, 7.638664722442627 45.110198974609375), (7.638664722442627 45.110198974609375, 7.638676166534424 45.1102409362793), (7.638676166534424 45.1102409362793, 7.638693332672119 45.11029815673828), (7.638693332672119 45.11029815673828, 7.638728141784668 45.11038589477539), (7.638728141784668 45.11038589477539, 7.638759136199951 45.11045837402344), (7.638759136199951 45.11045837402344, 7.6387939453125 45.11052703857422), (7.6387939453125 45.11052703857422, 7.6388325691223145 45.110591888427734), (7.6388325691223145 45.110591888427734, 7.6388773918151855 45.110652923583984), (7.6388773918151855 45.110652923583984, 7.638931751251221 45.11072540283203), (7.638931751251221 45.11072540283203, 7.638996124267578 45.11080551147461), (7.638996124267578 45.11080551147461, 7.6390299797058105 45.110843658447266), (7.6390299797058105 45.110843658447266, 7.63906192779541 45.11088180541992), (7.63906192779541 45.11088180541992, 7.639098644256592 45.11091995239258), (7.639098644256592 45.11091995239258, 7.639134407043457 45.11095428466797), (7.639134407043457 45.11095428466797, 7.639212131500244 45.11102294921875), (7.639212131500244 45.11102294921875, 7.6392741203308105 45.1110725402832), (7.6392741203308105 45.1110725402832, 7.639339447021484 45.111122131347656), (7.639339447021484 45.111122131347656, 7.6393656730651855 45.111141204833984), (7.6393656730651855 45.111141204833984, 7.639384746551514 45.11115646362305), (7.639384746551514 45.11115646362305, 7.63939905166626 45.11117935180664), (7.63939905166626 45.11117935180664, 7.639410972595215 45.11119842529297))",312.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795419,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.639410972595215 45.11119842529297, 7.639413356781006 45.1112174987793), (7.639413356781006 45.1112174987793, 7.6394124031066895 45.11124038696289), (7.6394124031066895 45.11124038696289, 7.639409065246582 45.11125564575195), (7.639409065246582 45.11125564575195, 7.639371871948242 45.11134338378906), (7.639371871948242 45.11134338378906, 7.639311790466309 45.111488342285156), (7.639311790466309 45.111488342285156, 7.639253616333008 45.11162567138672), (7.639253616333008 45.11162567138672, 7.6392083168029785 45.11176300048828))",65.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795420,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.637255668640137 45.1092414855957, 7.6374664306640625 45.109283447265625), (7.6374664306640625 45.109283447265625, 7.637663841247559 45.10932540893555), (7.637663841247559 45.10932540893555, 7.637861728668213 45.10936737060547), (7.637861728668213 45.10936737060547, 7.63806676864624 45.109405517578125), (7.63806676864624 45.109405517578125, 7.6382598876953125 45.10944747924805), (7.6382598876953125 45.10944747924805, 7.638394355773926 45.109474182128906))",93.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795421,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.639371871948242 45.11134338378906, 7.639181137084961 45.111209869384766), (7.639181137084961 45.111209869384766, 7.6391143798828125 45.11116027832031), (7.6391143798828125 45.11116027832031, 7.639081954956055 45.11113357543945), (7.639081954956055 45.11113357543945, 7.63905143737793 45.11111068725586), (7.63905143737793 45.11111068725586, 7.6390156745910645 45.111080169677734), (7.6390156745910645 45.111080169677734, 7.638981342315674 45.11104965209961), (7.638981342315674 45.11104965209961, 7.638916015625 45.110984802246094), (7.638916015625 45.110984802246094, 7.638811111450195 45.11087417602539), (7.638811111450195 45.11087417602539, 7.638771057128906 45.11082458496094), (7.638771057128906 45.11082458496094, 7.638731956481934 45.110774993896484), (7.638731956481934 45.110774993896484, 7.638688087463379 45.110713958740234), (7.638688087463379 45.110713958740234, 7.638645648956299 45.11064910888672), (7.638645648956299 45.11064910888672, 7.638603687286377 45.110572814941406), (7.638603687286377 45.110572814941406, 7.638575077056885 45.11051940917969), (7.638575077056885 45.11051940917969, 7.638546943664551 45.11045837402344), (7.638546943664551 45.11045837402344, 7.638513565063477 45.11038589477539), (7.638513565063477 45.11038589477539, 7.638493537902832 45.11033630371094), (7.638493537902832 45.11033630371094, 7.6384758949279785 45.110286712646484), (7.6384758949279785 45.110286712646484, 7.638458728790283 45.11022186279297), (7.638458728790283 45.11022186279297, 7.638449192047119 45.11017990112305), (7.638449192047119 45.11017990112305, 7.6384358406066895 45.110103607177734), (7.6384358406066895 45.110103607177734, 7.638424873352051 45.11002731323242), (7.638424873352051 45.11002731323242, 7.63841438293457 45.10988235473633), (7.63841438293457 45.10988235473633, 7.638415813446045 45.10981750488281), (7.638415813446045 45.10981750488281, 7.638418197631836 45.10978317260742), (7.638418197631836 45.10978317260742, 7.63842248916626 45.109745025634766), (7.63842248916626 45.109745025634766, 7.638427257537842 45.109710693359375), (7.638427257537842 45.109710693359375, 7.638433933258057 45.109676361083984), (7.638433933258057 45.109676361083984, 7.638461589813232 45.10955810546875))",221.0
,,,,service,,,,,,,parking_aisle,,,asphalt,,170795432,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.638553619384766 45.11067581176758, 7.638645648956299 45.11064910888672), (7.638645648956299 45.11064910888672, 7.6388325691223145 45.110591888427734))",24.0
,,,,service,,,,,,,parking_aisle,,,asphalt,,170795480,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.638272285461426 45.11019515991211, 7.638449192047119 45.11017990112305), (7.638449192047119 45.11017990112305, 7.638655185699463 45.11015701293945))",30.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795559,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.637988567352295 45.10987091064453, 7.638006687164307 45.109703063964844), (7.638006687164307 45.109703063964844, 7.638014793395996 45.10964584350586), (7.638014793395996 45.10964584350586, 7.638023853302002 45.10959243774414), (7.638023853302002 45.10959243774414, 7.638035774230957 45.10953140258789), (7.638035774230957 45.10953140258789, 7.638049602508545 45.10947799682617), (7.638049602508545 45.10947799682617, 7.63806676864624 45.109405517578125))",52.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795560,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.637861728668213 45.10936737060547, 7.637826919555664 45.10953140258789), (7.637826919555664 45.10953140258789, 7.637816905975342 45.10958480834961), (7.637816905975342 45.10958480834961, 7.637807846069336 45.10963821411133), (7.637807846069336 45.10963821411133, 7.637799263000488 45.10969924926758), (7.637799263000488 45.10969924926758, 7.637792110443115 45.10975646972656), (7.637792110443115 45.10975646972656, 7.6377854347229 45.10982894897461))",52.0
,,,,service,,,,,,,,,,,,170795561,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.636593341827393 45.10879135131836, 7.636765956878662 45.108821868896484), (7.636765956878662 45.108821868896484, 7.6368794441223145 45.10884094238281), (7.6368794441223145 45.10884094238281, 7.636924743652344 45.10885238647461), (7.636924743652344 45.10885238647461, 7.636970520019531 45.10886764526367), (7.636970520019531 45.10886764526367, 7.637009620666504 45.108882904052734), (7.637009620666504 45.108882904052734, 7.63705587387085 45.10890197753906), (7.63705587387085 45.10890197753906, 7.637087345123291 45.108924865722656), (7.637087345123291 45.108924865722656, 7.6371169090271 45.10894775390625), (7.6371169090271 45.10894775390625, 7.637155532836914 45.108978271484375), (7.637155532836914 45.108978271484375, 7.6372151374816895 45.109046936035156), (7.6372151374816895 45.109046936035156, 7.637281894683838 45.109130859375), (7.637281894683838 45.109130859375, 7.637255668640137 45.1092414855957))",82.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795562,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6374664306640625 45.109283447265625, 7.637446880340576 45.109336853027344), (7.637446880340576 45.109336853027344, 7.637429714202881 45.10939025878906), (7.637429714202881 45.10939025878906, 7.637416362762451 45.10944366455078), (7.637416362762451 45.10944366455078, 7.637405872344971 45.109500885009766), (7.637405872344971 45.109500885009766, 7.637393474578857 45.109561920166016), (7.637393474578857 45.109561920166016, 7.637384414672852 45.109622955322266), (7.637384414672852 45.109622955322266, 7.637368679046631 45.1097412109375))",52.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795563,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.637571811676025 45.10978317260742, 7.637584686279297 45.10968780517578), (7.637584686279297 45.10968780517578, 7.637594699859619 45.109619140625), (7.637594699859619 45.109619140625, 7.637605667114258 45.10955810546875), (7.637605667114258 45.10955810546875, 7.637617588043213 45.109500885009766), (7.637617588043213 45.109500885009766, 7.637639045715332 45.10940933227539), (7.637639045715332 45.10940933227539, 7.637663841247559 45.10932540893555))",51.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795564,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6382598876953125 45.10944747924805, 7.638240337371826 45.10954666137695), (7.638240337371826 45.10954666137695, 7.6382293701171875 45.109615325927734), (7.6382293701171875 45.109615325927734, 7.638221263885498 45.10968780517578), (7.638221263885498 45.10968780517578, 7.6382155418396 45.10975646972656), (7.6382155418396 45.10975646972656, 7.63821268081665 45.10980224609375), (7.63821268081665 45.10980224609375, 7.638208389282227 45.109832763671875), (7.638208389282227 45.109832763671875, 7.6382012367248535 45.10985565185547), (7.6382012367248535 45.10985565185547, 7.638185024261475 45.1098747253418), (7.638185024261475 45.1098747253418, 7.63816499710083 45.10988235473633), (7.63816499710083 45.10988235473633, 7.6381378173828125 45.109886169433594), (7.6381378173828125 45.109886169433594, 7.638068199157715 45.10988998413086))",58.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795915,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6392083168029785 45.11176300048828, 7.639074325561523 45.111541748046875), (7.639074325561523 45.111541748046875, 7.638952732086182 45.1113395690918), (7.638952732086182 45.1113395690918, 7.638862133026123 45.11119079589844), (7.638862133026123 45.11119079589844, 7.638553619384766 45.11067581176758), (7.638553619384766 45.11067581176758, 7.638272285461426 45.11019515991211), (7.638272285461426 45.11019515991211, 7.638068199157715 45.10988998413086), (7.638068199157715 45.10988998413086, 7.637988567352295 45.10987091064453), (7.637988567352295 45.10987091064453, 7.6377854347229 45.10982894897461), (7.6377854347229 45.10982894897461, 7.637571811676025 45.10978317260742), (7.637571811676025 45.10978317260742, 7.637368679046631 45.1097412109375), (7.637368679046631 45.1097412109375, 7.637226104736328 45.109710693359375), (7.637226104736328 45.109710693359375, 7.637192726135254 45.10969543457031), (7.637192726135254 45.10969543457031, 7.637170791625977 45.10968017578125), (7.637170791625977 45.10968017578125, 7.6371588706970215 45.10966110229492), (7.6371588706970215 45.10966110229492, 7.6371588706970215 45.10963439941406), (7.6371588706970215 45.10963439941406, 7.637255668640137 45.1092414855957))",351.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795918,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.638952732086182 45.1113395690918, 7.6390204429626465 45.111305236816406), (7.6390204429626465 45.111305236816406, 7.639138221740723 45.11138916015625), (7.639138221740723 45.11138916015625, 7.639193534851074 45.111427307128906), (7.639193534851074 45.111427307128906, 7.639253616333008 45.1114616394043), (7.639253616333008 45.1114616394043, 7.639311790466309 45.111488342285156))",37.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,170795921,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.639253616333008 45.11162567138672, 7.639224052429199 45.11161804199219), (7.639224052429199 45.11161804199219, 7.6391987800598145 45.111610412597656), (7.6391987800598145 45.111610412597656, 7.639174461364746 45.11159896850586), (7.639174461364746 45.11159896850586, 7.639143466949463 45.1115837097168), (7.639143466949463 45.1115837097168, 7.639113903045654 45.111568450927734), (7.639113903045654 45.111568450927734, 7.639074325561523 45.111541748046875))",17.0
,,,,service,,,,,,,driveway,,,,,191967815,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637564659118652 45.10874557495117, 7.637568473815918 45.10874557495117), (7.637568473815918 45.10874557495117, 7.63845682144165 45.10893249511719), (7.63845682144165 45.10893249511719, 7.639377117156982 45.109130859375))",149.0
,,,,residential,,,,,Strada di Altessano,,,,,asphalt,,191967817,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6451239585876465 45.108070373535156, 7.645249366760254 45.10808181762695), (7.645249366760254 45.10808181762695, 7.645363807678223 45.10813522338867), (7.645363807678223 45.10813522338867, 7.6454854011535645 45.108154296875))",30.0
,,,,unclassified,,3,yes,,Corso Grosseto,yes,,,,asphalt,,220496277,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.638617515563965 45.10691452026367, 7.638350486755371 45.106929779052734))",21.0
,,,,unclassified,,2,yes,,Corso Grosseto,yes,,,,asphalt,,220496278,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.638583183288574 45.106563568115234, 7.638696670532227 45.1065559387207), (7.638696670532227 45.1065559387207, 7.639900207519531 45.10649108886719), (7.639900207519531 45.10649108886719, 7.641462326049805 45.10639953613281), (7.641462326049805 45.10639953613281, 7.6417317390441895 45.106380462646484), (7.6417317390441895 45.106380462646484, 7.642448425292969 45.10634231567383), (7.642448425292969 45.10634231567383, 7.643375396728516 45.10629653930664), (7.643375396728516 45.10629653930664, 7.643412113189697 45.10629653930664), (7.643412113189697 45.10629653930664, 7.643451690673828 45.106292724609375), (7.643451690673828 45.106292724609375, 7.643495082855225 45.106292724609375), (7.643495082855225 45.106292724609375, 7.64354133605957 45.106292724609375), (7.64354133605957 45.106292724609375, 7.6436028480529785 45.106292724609375), (7.6436028480529785 45.106292724609375, 7.6443328857421875 45.10624313354492), (7.6443328857421875 45.10624313354492, 7.6449408531188965 45.10620880126953), (7.6449408531188965 45.10620880126953, 7.645018100738525 45.106204986572266), (7.645018100738525 45.106204986572266, 7.645159721374512 45.106197357177734))",518.0
,,,,unclassified,,3,yes,,Corso Grosseto,yes,,,,asphalt,,220496279,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6453046798706055 45.1061897277832, 7.645429611206055 45.10618591308594), (7.645429611206055 45.10618591308594, 7.645862102508545 45.106163024902344))",44.0
,,,,tertiary,,,yes,50,Corso Molise,yes,,,,asphalt,,220496280,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.638064384460449 45.106266021728516, 7.638054847717285 45.10610580444336))",18.0
,,,,tertiary,,3,,50,Strada di Altessano,yes,,,,asphalt,,220496286,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6453046798706055 45.1061897277832, 7.645298480987549 45.1064567565918), (7.645298480987549 45.1064567565918, 7.645298480987549 45.10653305053711))",38.0
,,,,tertiary,,3,,50,Strada di Altessano,yes,,,,asphalt,,220496288,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645143032073975 45.10654067993164, 7.645155906677246 45.10626983642578), (7.645155906677246 45.10626983642578, 7.645159721374512 45.106197357177734), (7.645159721374512 45.106197357177734, 7.64517068862915 45.106109619140625))",48.0
,,,,unclassified,,,,,Corso Gaetano Scirea,yes,,,,asphalt,,264460646,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6380767822265625 45.106597900390625, 7.638176441192627 45.10669708251953), (7.638176441192627 45.10669708251953, 7.638224124908447 45.10676193237305), (7.638224124908447 45.10676193237305, 7.638272285461426 45.10682678222656), (7.638272285461426 45.10682678222656, 7.638350486755371 45.106929779052734), (7.638350486755371 45.106929779052734, 7.638420581817627 45.106990814208984), (7.638420581817627 45.106990814208984, 7.6384596824646 45.10702133178711), (7.6384596824646 45.10702133178711, 7.638484954833984 45.107051849365234), (7.638484954833984 45.107051849365234, 7.6385087966918945 45.10708236694336), (7.6385087966918945 45.10708236694336, 7.6385273933410645 45.107112884521484), (7.6385273933410645 45.107112884521484, 7.638545036315918 45.10714340209961), (7.638545036315918 45.10714340209961, 7.638559818267822 45.107181549072266), (7.638559818267822 45.107181549072266, 7.638571739196777 45.10721969604492), (7.638571739196777 45.10721969604492, 7.638578414916992 45.10724639892578), (7.638578414916992 45.10724639892578, 7.638586044311523 45.10730743408203))",90.0
,,,,footway,,,,,,,,,,,,294827991,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.642486572265625 45.106075286865234, 7.6424880027771 45.106109619140625), (7.6424880027771 45.106109619140625, 7.642483711242676 45.10614776611328), (7.642483711242676 45.10614776611328, 7.642456531524658 45.10621643066406), (7.642456531524658 45.10621643066406, 7.642446041107178 45.10626983642578), (7.642446041107178 45.10626983642578, 7.642448425292969 45.10634231567383))",30.0
,,,crossing,footway,,,,,,,,,,asphalt,,327418432,0,-1,"{""visible"":false,""crossing"":""marked""}",way,"MULTILINESTRING ((7.636419296264648 45.10892868041992, 7.636340618133545 45.10890579223633), (7.636340618133545 45.10890579223633, 7.6360063552856445 45.108882904052734), (7.6360063552856445 45.108882904052734, 7.635953903198242 45.10888671875), (7.635953903198242 45.10888671875, 7.635782241821289 45.108909606933594), (7.635782241821289 45.108909606933594, 7.635673522949219 45.10893249511719))",60.0
,,,,unclassified,,,,,Corso Giuseppe Garibaldi,yes,,,,asphalt,,396864454,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6457648277282715 45.112186431884766, 7.645716667175293 45.112220764160156), (7.645716667175293 45.112220764160156, 7.645554065704346 45.112422943115234), (7.645554065704346 45.112422943115234, 7.645228862762451 45.1128044128418), (7.645228862762451 45.1128044128418, 7.644633769989014 45.11349868774414))",171.0
,,,,unclassified,,,,,Via Druento,yes,,,,,,396864457,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645944118499756 45.11215591430664, 7.6458353996276855 45.11216354370117), (7.6458353996276855 45.11216354370117, 7.6457648277282715 45.112186431884766))",15.0
,,,,unclassified,,,,,Via Druento,yes,,,,asphalt,,397803712,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.644547462463379 45.112056732177734, 7.64442777633667 45.11220169067383))",19.0
