Jumlah,Latitude,Longitude
1,-3.59694,104.7828
1,-3.59487,104.78345
1,-3.5335,104.66854
1,-3.53238,104.69381
1,-3.53094,104.6944
1,-3.52799,104.66921
1,-3.52671,104.66975
1,-3.51992,104.671
1,-3.50789,105.33947
1,-3.50693,105.33392
1,-3.50597,105.32832
1,-3.50361,105.23619
1,-3.50328,105.35172
1,-3.50232,105.34617
1,-3.50136,105.34061
1,-3.5004,105.33507
1,-3.49943,105.32948
1,-3.45979,104.84501
1,-3.45786,105.47394
1,-3.45763,104.84788
1,-3.45306,104.84621
1,-3.36289,105.03664
1,-3.36188,105.03078
1,-3.36088,105.02493
1,-3.35987,105.01907
1,-3.35887,105.0132
1,-3.35785,105.00731
1,-3.34899,104.54316
1,-3.34876,104.54296
1,-3.34769,104.53658
1,-3.34553,105.01559
1,-3.34451,105.0097
1,-3.34189,105.23078
1,-3.33885,105.01676
1,-3.33784,105.01088
1,-3.33749,105.23402
1,-3.33654,105.22832
1,-3.3363,105.2376
1,-3.3353,105.23194
1,-3.33431,105.22628
1,-3.32995,105.22954
1,-3.32772,105.22745
1,-3.32658,104.94577
1,-3.32214,105.23431
1,-3.28905,105.00739
1,-3.2849,104.98376
1,-3.28211,104.98659
1,-3.2811,104.98065
1,-3.27967,104.95404
1,-3.27925,104.99084
1,-3.2782,104.98492
1,-3.14593,104.72673
1,-3.0814,105.22097
1,-3.08042,105.21521
1,-3.07576,105.22791
1,-3.07478,105.22215
1,-3.0738,105.21639
1,-3.06816,105.22331
1,-2.39488,104.3089
1,-2.3941,104.30383
1,-2.38855,104.30985
1,-2.38777,104.30476
1,-2.3862,104.29458
1,-2.38542,104.28951
1,-2.38378,104.32095
1,-2.38222,104.31078
1,-2.38143,104.30568
1,-2.38065,104.3006
1,-2.37987,104.29552
1,-2.3791,104.29044
1,-2.37589,104.31171
1,-2.3751,104.30661
1,-4.06679,103.91195
1,-3.81277,103.78719
1,-3.78143,103.66246
1,-3.78061,103.66429
1,-3.72075,103.63697
1,-3.72004,103.63212
1,-3.62764,105.72431
1,-3.62595,105.72311
1,-3.62298,105.30219
1,-3.62209,105.29601
1,-3.62108,105.29826
1,-3.61362,105.7263
1,-3.59557,104.78162
1,-3.53205,104.6693
1,-3.527,104.67269
1,-3.52628,104.67589
1,-3.52548,104.67028
1,-3.50958,105.35287
1,-3.50935,105.34605
1,-3.50865,105.34663
1,-3.50846,105.3398
1,-3.50772,105.34039
1,-3.50756,105.33355
1,-3.50678,105.33416
1,-3.50586,105.32795
1,-3.5034,105.35332
1,-3.50274,105.35387
1,-3.50251,105.34707
1,-3.37019,105.03995
1,-3.3693,105.03406
1,-3.36841,105.02815
1,-3.3665,105.03833
1,-3.36565,105.03241
1,-3.36479,105.02649
1,-3.36394,105.02057
1,-3.36308,105.01463
1,-3.36259,105.03501
1,-3.36224,105.00874
1,-3.3617,105.02911
1,-3.36081,105.02319
1,-3.35992,105.01728
1,-3.35903,105.01138
1,-3.35639,105.01562
1,-3.34969,105.01662
1,-3.34792,104.54131
1,-3.34652,105.0192
1,-3.34563,105.01329
1,-3.34384,105.02351
1,-3.34299,105.0176
1,-3.34215,105.0117
1,-3.33982,105.02017
1,-3.33894,105.01427
1,-3.33806,105.00841
1,-3.33724,105.23479
1,-3.33634,105.22868
1,-3.3363,105.01861
1,-3.33546,105.01271
1,-3.32844,104.94409
1,-3.32627,104.94819
1,-3.31244,105.06645
1,-3.29035,105.00933
1,-3.28691,104.98586
1,-3.28024,104.98686
1,-3.1431,104.72769
1,-3.14228,104.72212
1,-3.13835,102.81393
1,-3.13815,102.81538
1,-3.12216,104.45161
1,-3.11747,105.08877
1,-3.11422,105.0902
1,-3.08888,105.22125
1,-3.08212,105.22224
1,-3.08125,105.21623
1,-3.08004,105.22328
1,-3.07912,105.21725
1,-3.07624,105.22928
1,-3.07537,105.22326
1,-3.07449,105.21722
1,-3.0742,105.23026
1,-3.07328,105.22425
1,-3.07237,105.21822
1,-3.06862,105.22427
1,-2.61727,102.82292
1,-2.61667,102.81887
1,-2.39736,104.30544
1,-2.39178,104.31148
1,-2.39103,104.3064
1,-2.38545,104.31245
1,-2.3847,104.30735
1,-2.38321,104.29715
1,-2.38246,104.29208
1,-2.38061,104.32362
1,-2.37837,104.3083
1,-2.37763,104.3032
1,-2.37688,104.29811
1,-2.3713,104.30415
1,-4.15246,103.21386
1,-4.07346,103.91029
1,-4.0699,103.90614
1,-4.0694,103.90959
1,-4.0689,103.91306
1,-4.06587,103.90528
1,-3.88023,105.26039
1,-3.87957,105.26486
1,-3.87715,105.25537
1,-3.87342,105.25483
1,-3.83308,103.84889
1,-3.81791,105.23447
1,-3.76812,102.82329
1,-3.76734,102.823
1,-3.76518,105.46088
1,-3.76454,105.46523
1,-3.76389,105.46957
1,-3.7576,103.82632
1,-3.72361,103.6351
1,-3.7176,105.3736
1,-3.71562,105.37048
1,-3.67349,102.79468
1,-3.62331,105.30306
1,-3.56991,104.90171
1,-3.5347,104.82529
1,-3.50832,105.35033
1,-3.50768,105.35471
1,-3.48634,105.22726
1,-3.48261,105.22672
1,-3.41727,104.75651
1,-3.41344,104.75596
1,-3.34297,105.23392
1,-3.33925,105.23339
1,-3.33437,105.49451
1,-3.33373,105.49878
1,-3.33135,105.4897
1,-3.33007,105.49824
1,-3.32896,105.48061
1,-3.32833,105.48488
1,-3.32769,105.48916
1,-3.32705,105.49343
1,-3.32641,105.49771
1,-3.32466,105.48435
1,-3.32403,105.48863
1,-3.32339,105.4929
1,-3.32227,105.47525
1,-3.31797,105.479
1,-3.31734,105.48328
1,-3.31431,105.47845
1,-3.31191,102.71338
1,-3.14008,102.81576
1,-3.11608,105.62889
1,-3.11245,105.62836
1,-3.08726,103.41233
1,-2.94111,102.70052
1,-2.83635,103.758
1,-2.74101,102.92191
1,-2.73319,102.94514
1,-2.73201,102.95306
1,-2.72775,102.95243
1,-2.67061,104.11592
1,-2.56592,103.22881
1,-2.54386,104.91006
1,-2.53818,103.30157
1,-2.4827,103.23265
1,-2.47853,103.23206
1,-2.47797,103.23579
1,-2.39714,104.31129
1,-2.39327,104.31071
1,-2.38868,104.31497
1,-2.38838,104.29021
1,-2.38267,104.32888
1,-2.37564,104.32291
1,-4.51243,104.11239
1,-3.80972,105.57292
1,-3.75732,105.46614
1,-3.74317,105.54843
1,-3.74071,105.55027
1,-3.74026,105.54726
1,-3.62038,105.30087
1,-3.61996,105.29797
1,-3.6156,104.7629
1,-3.61406,104.76093
1,-3.61351,105.73296
1,-3.61305,105.72984
1,-3.61259,105.72673
1,-3.58852,105.25641
1,-3.58851,105.2583
1,-3.58394,105.26002
1,-3.58392,105.26194
1,-3.5835,105.25714
1,-3.5835,105.25905
1,-3.58308,105.25616
1,-3.58306,105.25426
1,-3.56906,104.65123
1,-3.56425,104.65194
1,-3.56346,104.64671
1,-3.55944,104.65265
1,-3.55866,104.64742
1,-3.55385,104.64812
1,-3.53773,104.67191
1,-3.53602,104.69359
1,-3.53369,104.67786
1,-3.53292,104.67262
1,-3.53214,104.66736
1,-3.5312,104.69433
1,-3.52888,104.67857
1,-3.52811,104.67334
1,-3.52734,104.66808
1,-3.52584,105.63858
1,-3.52407,104.67928
1,-3.5233,104.67404
1,-3.52253,104.6688
1,-3.52176,104.66358
1,-3.51848,104.67475
1,-3.51772,104.66953
1,-3.50842,105.33915
1,-3.508,105.33624
1,-3.50757,105.33332
1,-3.50715,105.33041
1,-3.50679,105.36325
1,-3.50672,105.32751
1,-3.50636,105.36034
1,-3.50594,105.35741
1,-3.50551,105.35448
1,-3.50509,105.35157
1,-3.50253,105.33407
1,-3.49971,105.69087
1,-3.43618,105.54498
1,-3.39607,105.06577
1,-3.39524,105.06023
1,-3.3736,105.29292
1,-3.37354,105.29113
1,-3.37319,105.29005
1,-3.36853,105.29187
1,-3.36818,105.29079
1,-3.36731,105.0417
1,-3.36568,105.03068
1,-3.36487,105.02517
1,-3.36405,105.01965
1,-3.36324,105.01411
1,-3.36243,105.00862
1,-3.35914,105.02037
1,-3.35832,105.01486
1,-3.34849,105.01633
1,-3.34679,105.018
1,-3.34595,105.0125
1,-3.34439,105.02257
1,-3.34358,105.01706
1,-3.34278,105.01156
1,-3.34188,105.01872
1,-3.34104,105.01324
1,-3.33984,105.23762
1,-3.33941,105.23477
1,-3.33898,105.23191
1,-3.33867,105.0178
1,-3.33855,105.22907
1,-3.33787,105.0123
1,-3.33706,105.00681
1,-3.33613,105.01396
1,-3.33528,105.00849
1,-3.33357,105.2298
1,-3.32901,105.23338
1,-3.3283,104.94669
1,-3.32751,104.94126
1,-3.3269,104.95391
1,-3.32679,104.92071
1,-3.32607,104.94849
1,-3.32523,104.94305
1,-3.32513,104.92497
1,-3.32458,105.2719
1,-3.32434,104.91957
1,-3.3242,104.95284
1,-3.32415,105.26904
1,-3.32402,105.23411
1,-3.32341,104.94741
1,-3.32191,104.92141
1,-3.32088,104.96444
1,-3.31958,105.27263
1,-3.31946,104.92028
1,-3.31915,105.26977
1,-3.31878,104.96619
1,-3.31873,105.26691
1,-3.31787,105.26121
1,-3.31745,105.25835
1,-3.31599,104.96517
1,-3.31415,105.27052
1,-3.31373,105.26765
1,-3.3133,105.26479
1,-3.29431,104.96986
1,-3.29193,105.02052
1,-3.28209,104.98839
1,-3.28127,104.98294
1,-3.27857,105.3409
1,-3.2784,105.34058
1,-3.27355,105.34164
1,-3.27338,105.3413
1,-3.27311,105.33876
1,-3.27296,105.33842
1,-3.26896,105.34522
1,-3.26852,105.34235
1,-3.26836,105.34204
1,-3.26626,105.25723
1,-3.2658,105.25779
1,-3.2567,105.26163
1,-3.25626,105.26214
1,-3.24401,106.02564
1,-3.24352,106.02241
1,-3.23875,106.02641
1,-3.23826,106.02319
1,-3.20961,105.05585
1,-3.17234,105.34875
1,-3.17231,105.35059
1,-3.17189,105.34772
1,-3.14638,105.27952
1,-3.14096,105.27742
1,-3.08907,105.30552
1,-3.08864,105.30267
1,-3.08822,105.29982
1,-3.0878,105.29697
1,-3.08701,105.22334
1,-3.08617,105.21771
1,-3.08407,105.30627
1,-3.08365,105.30343
1,-3.08323,105.30058
1,-3.08281,105.29773
1,-3.08239,105.29488
1,-3.08205,105.22408
1,-3.08121,105.21847
1,-3.07708,105.22484
1,-3.07625,105.21921
1,-3.07295,105.23119
1,-3.07212,105.22557
1,-2.74012,102.91961
1,-2.4794,103.22308
1,-2.40564,104.30555
1,-2.39643,104.30695
1,-2.39182,104.30764
1,-2.38792,104.31308
1,-2.38721,104.30834
1,-2.3865,104.30359
1,-2.38578,104.29884
1,-2.38507,104.29409
1,-2.3826,104.30904
1,-2.38189,104.30428
1,-2.38118,104.29953
1,-2.38047,104.29479
1,-2.38012,104.32398
1,-2.37799,104.30973
1,-2.37728,104.30497
1,-2.37657,104.30022
1,-2.37587,104.322
1,-2.37364,104.30777
1,-2.37338,104.31043
1,-2.3729,104.30303
1,-2.37267,104.30567
1,-2.37197,104.30093
1,-2.36903,104.30846
1,-2.36829,104.30373
1,-2.36807,104.30638
1,-2.36736,104.30164
1,-2.36443,104.30914
1,-4.11804,105.73189
1,-4.08781,104.39456
1,-4.08081,104.20375
1,-3.88086,105.88913
1,-3.85512,104.56586
1,-3.83193,105.58898
1,-3.83116,104.69608
1,-3.82583,104.69533
1,-3.78584,104.68376
1,-3.75411,104.52469
1,-3.7338,105.3802
1,-3.68966,105.30393
1,-3.66057,105.78681
1,-3.65977,105.79237
1,-3.65875,105.78881
1,-3.65563,105.78609
1,-3.63819,105.65453
1,-3.62059,104.89603
1,-3.61191,104.76974
1,-3.60801,104.75923
1,-3.60755,104.76247
1,-3.60709,104.76572
1,-3.607,105.7983
1,-3.60662,104.76897
1,-3.60619,105.80385
1,-3.57408,104.62901
1,-3.56546,104.90765
1,-3.56502,104.91083
1,-3.56495,104.90971
1,-3.55978,104.91007
1,-3.55934,104.91324
1,-3.55925,104.91212
1,-3.55504,105.31162
1,-3.54443,104.57024
1,-3.51609,105.23715
1,-3.51474,105.24615
1,-3.5139,105.23523
1,-3.51347,105.23824
1,-3.5122,105.24728
1,-3.51098,105.23641
1,-3.5101,105.33545
1,-3.50919,105.24843
1,-3.50544,105.33175
1,-3.50408,105.2477
1,-3.50226,105.3297
1,-3.49941,105.24398
1,-3.4991,105.69672
1,-3.49475,105.24025
1,-3.49008,105.23653
1,-3.48963,105.23954
1,-3.48919,105.24254
1,-3.48875,105.24554
1,-3.48496,105.2358
1,-3.48452,105.23881
1,-3.48408,105.24181
1,-3.47606,105.22533
1,-3.47562,105.22833
1,-3.39656,105.07036
1,-3.39655,104.88861
1,-3.39609,104.89179
1,-3.39493,104.75098
1,-3.39447,104.75419
1,-3.39275,105.06037
1,-3.39228,104.69401
1,-3.39181,104.69728
1,-3.39139,105.06963
1,-3.38965,104.75024
1,-3.38791,104.68674
1,-3.38744,104.68999
1,-3.37359,104.86262
1,-3.36325,105.29691
1,-3.36281,105.01194
1,-3.36236,105.01503
1,-3.36192,105.01814
1,-3.36147,105.02122
1,-3.35738,104.86239
1,-3.34816,104.89136
1,-3.34789,104.89014
1,-3.34076,105.01825
1,-3.33086,105.41216
1,-3.32972,104.94662
1,-3.32903,104.94529
1,-3.32857,104.94843
1,-3.32383,104.94457
1,-3.3205,105.26964
1,-3.3162,104.92426
1,-3.31099,104.92352
1,-3.30476,105.69409
1,-3.29325,104.97208
1,-3.29279,104.97521
1,-3.29115,105.02246
1,-3.28578,104.98692
1,-3.27506,105.34285
1,-3.27462,105.34579
1,-3.27418,105.34873
1,-3.27374,105.35166
1,-3.27362,105.34428
1,-3.27321,105.34723
1,-3.27279,105.35017
1,-3.26956,105.34508
1,-3.26912,105.34802
1,-3.26337,105.14036
1,-3.25179,105.14799
1,-3.24861,104.9879
1,-3.24817,104.99099
1,-3.2421,104.99644
1,-3.22546,104.9272
1,-3.22457,104.92507
1,-3.2241,104.9282
1,-3.13652,105.27261
1,-3.13448,104.25096
1,-3.10323,105.17973
1,-3.09129,105.29917
1,-3.08623,105.29844
1,-3.08581,105.30138
1,-3.08539,105.30431
1,-3.08159,105.29475
1,-3.08117,105.29769
1,-3.08075,105.30063
1,-3.08033,105.30357
1,-3.07762,105.22621
1,-3.07698,104.58476
1,-3.07649,104.58805
1,-3.07588,104.58472
1,-3.07564,105.22746
1,-3.07541,104.58802
1,-3.07522,105.23045
1,-3.07165,105.23143
1,-3.03215,105.0383
1,-2.95272,105.09752
1,-2.94451,105.11787
1,-2.94204,105.09908
1,-2.94028,105.11111
1,-2.93984,105.11412
1,-2.93869,105.08627
1,-2.93825,105.08929
1,-2.91718,105.26853
1,-2.91213,105.26779
1,-2.88948,105.17403
1,-2.88482,105.17033
1,-2.88136,105.17129
1,-2.87973,105.1696
1,-2.85988,104.78316
1,-2.85466,104.78238
1,-2.82091,105.229
1,-2.82048,105.23194
1,-2.75291,104.96098
1,-2.47961,103.2263
1,-2.41218,105.32917
1,-2.41085,105.10494
1,-2.14469,103.59451
1,-2.10206,103.79568
1,-4.58334,104.27317
1,-4.38104,104.20628
1,-4.35189,104.22668
1,-4.09539,104.36841
1,-4.01219,104.57906
1,-4.01164,104.58028
1,-3.99478,103.95586
1,-3.99419,103.95206
1,-3.93879,105.84792
1,-3.88643,105.21108
1,-3.88568,105.20921
1,-3.81848,105.20818
1,-3.81376,105.22648
1,-3.8114,105.23564
1,-3.81074,105.23133
1,-3.81009,105.22704
1,-3.80773,105.23619
1,-3.80708,105.23189
1,-3.80578,105.22329
1,-3.80406,105.23676
1,-3.80341,105.23244
1,-3.80276,105.22815
