latitude,longitude
-2.85788,104.69682
-2.855,104.6925
-2.85441,104.69629
-2.85302,105.17558
-2.8509,105.14286
-2.85029,105.14681
-2.84738,105.14233
-2.84323,105.14574
-2.84294,105.14616
-2.84261,105.14969
-2.8418,105.17793
-2.84061,105.13771
-2.84032,105.14126
-2.84001,105.14166
-2.8397,105.14521
-2.83941,105.14562
-2.83889,105.17343
-2.83874,105.1739
-2.83827,105.17739
-2.83814,105.17786
-2.83708,105.13717
-2.83648,105.14113
-2.80824,105.13686
-2.82806,104.61493
-2.70432,104.39704
-3.36176,105.00484
-3.35763,105.01302
-3.35684,105.00843
-3.35645,105.01052
-3.35569,105.00591
-3.35157,105.01408
-3.35115,105.0162
-3.35038,105.01159
-3.3455,105.01513
-3.3447,105.01054
-3.34432,105.01268
-3.34355,105.00806
-3.33943,105.01617
-3.33863,105.01157
-3.33825,105.01372
-3.33783,105.00697
-3.33748,105.00912
-3.3367,105.00452
-3.3235,104.92567
-3.28891,105.01762
-3.28812,105.01301
-3.28261,104.9807
-3.18131,104.65038
-3.18046,104.64551
-3.18035,104.63352
-3.17876,104.6357
-3.1779,104.63078
-3.17658,104.64932
-3.17494,104.63953
-2.95495,104.94324
-2.83816,104.50151
-3.18035,104.6479
-3.17826,104.63378
-3.31698,104.71912
-3.3076,104.68555
-3.30172,104.93941
-3.29823,104.9389
-3.29591,104.95428
-3.28783,105.03136
-3.28551,105.02322
-3.26287,104.98468
-3.22808,104.97953
-3.17717,104.56584
-3.17658,104.56982
-3.17304,104.56929
-3.10964,105.11791
-3.07962,105.04372
-3.07731,105.03562
-3.07616,105.04321
-3.07499,105.0275
-3.07384,105.03511
-3.04665,105.00386
-3.03106,105.01322
-3.01436,105.03017
-2.99955,105.0822
-2.99778,105.07034
-2.99722,105.07413
-2.96287,105.11533
-2.96258,105.12265
-2.96176,105.12287
-2.95854,105.1028
-2.9572,104.94749
-2.94875,105.0975
-2.9235,105.12456
-2.90337,105.11773
-2.88928,105.18848
-2.84227,105.15462
-2.84171,105.15837
-2.83997,105.14663
-2.8394,105.15038
-2.83883,105.15411
-2.82846,105.12952
-2.78928,104.47766
-2.78868,104.48164
-2.78633,104.47317
-2.75799,104.44455
-2.75562,104.43604
-2.75504,104.44003
-3.35751,105.01169
-3.357,105.00816
-3.3565,105.01247
-3.35597,105.00894
-3.35157,105.0168
-3.35104,105.01327
-3.35051,105.00974
-3.3461,105.0176
-3.34557,105.01406
-3.34504,105.01054
-3.34011,105.01487
-3.33958,105.01134
-3.33905,105.00782
-3.33411,105.01215
-3.33253,105.00156
-3.32654,104.99883
-3.29093,105.02217
-3.29041,105.01862
-3.28937,105.01156
-3.28608,104.95116
-3.2798,104.98421
-3.27929,104.98071
-3.25879,104.58161
-3.21124,105.05531
-3.13186,104.55734
-3.13137,104.55408
-3.04128,104.41924
-3.04079,104.41607
-3.03605,104.42002
-3.35406,105.01381
-3.35335,105.01865
-3.3494,105.01315
-3.34476,105.01248
-3.34011,105.0118
-3.3394,105.01663
-3.33151,105.00561
-3.32756,105.0001
-3.32686,105.00494
-3.29236,105.02251
-3.29224,105.01472
-3.28772,105.02182
-3.28623,105.0237
-3.28348,104.98675
-3.28171,104.96667
-3.27883,104.98607
-3.26487,104.98405
-3.2323,104.97935
-3.22695,104.98351
-3.22501,104.62521
-3.10001,105.08468
-3.09774,105.13258
-3.07807,105.04542
-3.07713,105.04735
-3.07488,105.03523
-3.07387,105.03712
-3.07273,105.04951
-3.06564,105.03391
-3.06463,105.03578
-3.04362,105.055
-3.03971,105.04959
-3.03659,104.47798
-3.03118,105.04351
-3.02656,105.04284
-3.02586,105.04758
-3.01385,105.06522
-3.00681,104.31228
-3.00187,105.0828
-2.99727,105.08213
-2.98738,105.08552
-2.98278,105.08485
-2.97086,105.10237
-2.96771,105.09418
-2.96762,105.09228
-2.96195,105.19647
-2.95965,105.11515
-2.95605,105.07807
-2.95585,105.0761
-2.94402,105.09559
-2.93343,105.10364
-2.77765,105.11102
-2.71422,105.06549
-3.3575,105.01339
-3.35355,105.01398
-3.34961,105.01457
-3.34644,105.02022
-3.34566,105.01517
-3.34171,105.01576
-3.34093,105.01072
-3.33699,105.01132
-3.28114,104.98887
-3.28038,104.98386
-3.2638,104.58703
-3.20847,104.82899
-3.16998,104.65664
-3.16925,104.65186
-3.13095,104.55576
-3.12713,104.55634
-3.11607,104.66481
-3.11222,104.66539
-3.00069,104.53933
-2.85644,104.50433
-2.8562,104.50674
-2.71475,105.06035
-3.35969,105.00842
-3.35693,105.01237
-3.35364,105.01625
-3.3531,105.01281
-3.35033,105.01676
-3.3501,104.66815
-3.34979,105.01333
-3.34955,104.6647
-3.34925,105.00989
-3.34703,105.01727
-3.34649,105.01385
-3.34625,104.66522
-3.34595,105.01041
-3.34319,105.01436
-3.34265,105.01092
-3.33989,105.01487
-3.33935,105.01144
-3.33881,105.008
-3.32728,104.99924
-3.29364,105.02207
-3.29256,105.01521
-3.29202,105.01176
-3.28109,104.98531
-3.28055,104.98188
-3.18706,104.6476
-3.17491,104.65656
-3.17437,104.65311
-3.17106,104.65363
-3.12879,104.55762
-3.12548,104.55814
-3.09925,104.71428
-3.09594,104.7148
-2.88584,104.87125
-3.42,104.87315
-3.29667,104.69653
-3.21283,104.82307
-3.21232,104.82613
-3.21041,104.8245
-3.19249,104.64194
-3.192,104.64494
-3.19151,104.64795
-3.16396,104.56182
-3.15507,104.67912
-3.15458,104.6821
-2.99581,105.09158
-2.98423,105.09641
-2.97896,105.09559
-2.97843,105.09881
-2.8894,104.51866
-2.75808,104.96637
-2.75767,104.96689
-2.69526,104.92138
-2.69158,104.91108
-3.35836,105.0103
-3.35522,105.01607
-3.35125,105.01672
-3.35041,105.01159
-3.34644,105.01225
-3.34246,105.01288
-3.34162,105.00774
-3.33764,105.00839
-3.29129,105.01333
-3.22805,104.47111
-3.2256,104.47092
-2.86823,104.68999
-2.78234,104.56747
-3.175,104.65739
-3.0999,105.10616
-3.09841,105.1155
-3.09742,105.10294
-3.0967,105.10763
-3.09609,105.10557
-3.09525,105.08631
-3.09288,105.10705
-3.09193,105.08774
-3.09192,104.93615
-3.09152,105.10966
-3.08883,105.08249
-3.08763,105.08515
-3.06991,104.61123
-3.05777,105.00636
-3.03976,104.82574
-3.02447,105.02026
-3.02402,105.07259
-3.02386,104.38278
-3.02019,104.38223
-3.01713,105.06676
-3.01579,104.43437
-3.01332,105.06618
-3.01172,105.05163
-2.99955,105.05454
-2.99713,105.05084
-2.92871,104.84248
-2.86998,104.6967
-2.8625,104.69556
-2.83815,104.72855
-2.83744,104.73305
-2.83027,104.62335
-2.82655,104.62278
-2.804,104.89535
-2.80395,104.89669
-2.78572,104.56676
-2.78503,104.57117
-2.782,104.5662
-2.7776,104.57005
-2.76704,104.8348
-2.55807,104.61116
-2.54313,104.68229
-3.34511,105.00996
-3.33962,105.01092
-3.33902,105.00731
-3.18326,104.66091
-3.17383,104.65855
-3.1732,104.65473
-3.16756,104.65569
-3.02215,104.38936
-3.02148,104.38535
-3.02082,104.38135
-3.00568,104.60728
-3.00502,104.60336
-2.79028,104.5686
-3.35691,105.01215
-3.35668,105.01165
-3.35629,105.00858
-3.35609,105.00806
-3.35142,105.01309
-3.35119,105.0126
-3.32302,104.8415
-3.32201,104.84243
-3.37373,104.85065
-3.32789,105.00038
-3.2902,104.66148
-3.26887,104.96306
-3.26834,104.96655
-3.26397,104.97303
-3.26349,105.11166
-3.24875,105.00638
-3.24542,105.00588
-3.2449,105.00936
-3.24262,105.00191
-3.2421,105.00539
-3.24157,105.00887
-3.23877,105.00489
-3.23825,105.00838
-3.23544,105.00439
-3.17625,104.65146
-3.1752,104.6585
-3.17185,104.658
-3.15528,104.68378
-3.13176,104.81661
-3.10383,105.11225
-3.10331,105.11572
-3.10155,105.10482
-3.1009,105.15435
-3.10051,105.11176
-3.10048,104.93336
-3.09999,105.11523
-3.09706,105.15731
-3.09571,105.09971
-3.09466,105.10664
-3.09277,104.93934
-3.09222,105.0779
-3.09134,105.10615
-3.09065,105.08831
-3.09012,105.09177
-3.08945,104.93884
-3.08838,105.08088
-3.08802,105.10566
-3.08785,105.08434
-3.08366,105.04468
-3.07649,105.04716
-3.07119,104.7431
-3.06785,104.7426
-3.03994,105.0417
-3.02594,105.02186
-3.02248,105.06749
-3.01004,105.03724
-3.00718,104.85433
-3.00666,104.85782
-2.9961,105.08484
-2.99558,105.0883
-2.99278,105.08434
-2.91571,105.10021
-2.83542,104.73155
-2.83313,104.72404
-2.82339,105.12819
-2.82287,105.13165
-2.82007,105.12769
-2.81903,105.13461
-2.654,104.92456
-3.35918,105.00938
-3.3582,105.0117
-3.35752,105.00719
-3.34039,105.00754
-3.33305,104.99936
-3.33197,105.00166
-3.25144,104.99971
-3.24941,104.99889
-3.2461,105.01778
-3.17339,104.65672
-3.12116,105.10081
-3.11911,105.08707
-3.10231,104.93365
-3.09631,104.93452
-3.09565,104.93011
-3.35796,105.01138
-3.33345,105.0039
-3.25846,105.01247
-3.25484,105.00806
-3.25429,105.01186
-3.24844,105.02264
-3.24817,104.99546
-3.24761,104.99925
-3.24594,105.01066
-3.24233,105.00624
-3.24177,105.01005
-3.23454,105.00123
-3.23368,104.9778
-3.20647,104.63169
-3.18954,104.65778
-3.12876,105.15849
-3.12822,105.16219
-3.12464,105.15789
-3.1241,105.16159
-3.11792,105.08868
-3.11149,105.04562
-3.10652,104.93271
-3.10597,104.93652
-3.10548,104.93274
-3.1049,104.93654
-3.10233,104.93209
-3.10179,104.93592
-3.10129,104.93213
-3.10124,104.93974
-3.10117,105.11662
-3.10072,104.93594
-3.10014,104.93974
-3.09901,105.13148
-3.09769,104.92771
-3.09668,105.08935
-3.09654,104.93534
-3.09596,104.93915
-3.09506,105.10054
-3.08985,105.10737
-3.0884,105.08813
-3.08786,105.09187
-3.08663,105.12965
-3.08624,105.08779
-3.08503,105.14075
-3.08426,105.08753
-3.08411,105.11791
-3.08174,105.11752
-3.07592,105.12802
-3.07478,105.12411
-3.07032,104.52594
-3.06801,105.09655
-3.0667,104.93488
-3.0632,105.01557
-3.0596,105.01121
-3.0576,105.0531
-3.05544,105.0106
-3.04241,105.01255
-3.03975,104.41837
-3.03714,105.01946
-3.03603,104.41364
-3.03542,104.41775
-3.03481,104.42185
-3.03109,104.41711
-3.01795,104.5648
-3.01417,105.03146
-3.01363,105.0352
-3.0024,105.08316
-2.92351,105.11366
-2.92132,105.12843
-2.91884,105.11675
-2.91829,105.12045
-2.91472,105.11617
-2.91417,105.11986
-2.91193,104.81496
-2.91156,104.81416
-2.84346,105.17957
-2.81858,105.14983
-2.74692,105.10218
-3.35932,105.00835
-3.35863,105.00737
-3.3549,105.01225
-3.35052,105.01289
-3.34987,105.00867
-3.34614,105.01355
-3.34549,105.00932
-3.34111,105.00998
-3.33608,105.00642
-3.33544,105.00218
-3.33106,105.00283
-3.33042,104.9986
-3.32604,104.99924
-3.29229,105.01295
-3.25976,105.03518
-3.25913,105.03094
-3.25909,105.03259
-3.25475,105.0316
-3.25406,105.02901
-3.19205,104.65601
-3.19143,104.65202
-3.18888,104.55131
-3.18882,104.55328
-3.18827,104.54739
-3.18824,104.54936
-3.18464,104.55193
-3.18401,104.55
-3.11895,104.66293
-3.10465,104.93464
-3.10402,104.93048
-3.10094,104.93942
-3.10031,104.93528
-3.09968,104.93113
-3.09904,104.92699
-3.09596,104.93592
-3.09533,104.93177
-3.19218,104.54427
-3.19155,104.54859
-3.19029,104.55726
-3.1856,104.54775
-3.18498,104.55206
-3.10763,105.16637
-3.1059,105.13828
-3.08313,104.6836
-2.88378,105.11605
-2.67338,104.93234
-3.41967,104.73019
-3.41911,104.72665
-3.35829,105.00906
-3.35548,105.01317
-3.35491,105.00958
-3.35267,105.01728
-3.3521,105.01369
-3.35154,105.01009
-3.34873,105.01421
-3.34817,105.01061
-3.34536,105.01472
-3.34479,105.01113
-3.34423,105.00755
-3.34142,105.01165
-3.34086,105.00806
-3.33749,105.00858
-3.33692,105.00499
-3.33411,105.0091
-3.33355,105.00551
-3.33299,105.00191
-3.33243,104.99833
-3.32962,105.00244
-3.32906,104.99886
-3.30329,104.92216
-3.30274,104.91859
-3.29993,104.92268
-3.29419,105.01893
-3.29308,105.01174
-3.29082,105.01945
-3.29026,105.01586
-3.27963,104.99178
-3.27907,104.98819
-3.26167,105.04243
-3.25886,105.04655
-3.20355,104.65097
-3.203,104.64745
-3.20244,104.64394
-3.19966,104.64797
-3.19353,104.65252
-3.19311,104.54446
-3.19297,104.649
-3.19257,104.54095
-3.19018,104.65303
-3.18978,104.54497
-3.18963,104.64951
-3.18923,104.54146
-3.18739,104.65707
-3.1842,104.54967
-3.1051,104.93434
-3.1023,104.93842
-3.10174,104.93486
-3.09838,104.93538
-3.09782,104.93181
-3.09502,104.93588
-3.09446,104.93233
-3.02079,104.3961
-3.35576,105.01505
-3.35531,105.0144
-3.34999,105.01413
-3.34954,105.01347
-3.34422,105.01323
-3.34377,105.01255
-3.20276,104.65101
-3.20007,104.64957
-3.19945,104.65341
-3.19711,104.65013
-3.19646,104.65396
-3.09334,105.16041
-3.01755,104.57825
-3.01691,104.58207
-3.00719,104.58744
-3.00435,104.58794
-2.85801,104.75066
-2.85613,104.75093
-3.35918,105.00894
-3.35849,105.00474
-3.35623,105.01372
-3.35555,105.00952
-3.35527,105.01274
-3.35461,105.00853
-3.35329,105.01849
-3.35261,105.0143
-3.35231,105.01752
-3.35192,105.0101
-3.35165,105.01333
-3.35098,105.00912
-3.34898,105.01488
-3.34829,105.01067
-3.34802,105.01392
-3.34735,105.0097
-3.34669,105.00549
-3.34439,105.01449
-3.34373,105.01028
-3.34306,105.00607
-3.3401,105.01086
-3.33943,105.00665
-3.33713,105.01565
-3.33647,105.01144
-3.3358,105.00723
-3.33514,105.00303
-3.33151,105.00361
-3.33084,104.9994
-3.30604,104.6834
-3.29292,105.01842
-3.29225,105.01422
-3.29157,105.01001
-3.19568,104.65018
-3.19323,104.54145
-3.19247,104.66676
-3.19177,104.66236
-3.19042,104.66454
-3.19023,104.54649
-3.1895,104.54205
-3.18876,104.66737
-3.18807,104.66296
-3.10685,104.93238
-3.10387,104.93723
-3.10021,104.93782
-3.09954,104.93355
-3.09588,104.93414
-3.01673,104.45979
-2.98011,104.59027
-3.42097,104.83759
-3.4204,104.84128
-3.36079,105.00488
-3.36019,105.00869
-3.35541,105.01184
-3.35481,105.01566
-3.35184,105.00739
-3.35124,105.0112
-3.35064,105.01501
-3.34767,105.00675
-3.34706,105.01056
-3.34646,105.01436
-3.34349,105.00611
-3.34289,105.00991
-3.34168,105.01752
-3.34107,105.02135
-3.34094,104.54954
-3.33871,105.00928
-3.33811,105.01308
-3.33575,105.00102
-3.33515,105.00483
-3.33454,105.00864
-3.33158,105.00038
-3.3315,105.02769
-3.33097,105.00419
-3.33066,104.89987
-3.33059,104.92675
-3.33036,105.00799
-3.33006,104.90362
-3.32644,104.92612
-3.3216,104.95618
-3.30931,104.91525
-3.30873,104.91899
-3.30815,104.92276
-3.30757,104.92652
-3.30735,104.68428
-3.30689,104.91543
-3.30678,104.68791
-3.30628,104.91918
-3.30567,104.92294
-3.30506,104.92669
-3.3029,104.95673
-3.30166,104.93719
-3.30161,105.02701
-3.30108,104.94097
-3.30017,104.95679
-3.29969,104.93357
-3.29895,104.96433
-3.29809,104.93279
-3.29756,104.96364
-3.29649,104.97944
-3.29539,104.95993
-3.29522,104.97878
-3.2951,105.01429
-3.29478,104.9637
-3.29449,105.0181
-3.29417,104.96748
-3.29408,105.0137
-3.29398,104.95922
-3.29355,104.97126
-3.29349,105.01752
-3.2934,104.963
-3.29294,104.97503
